"","lhs","op","rhs","est","se","z","pvalue","ci.lower","ci.upper"
"55","Q35_4","~","Q68_inc_6",0.125451021932726,0.656040941399502,0.191224379480199,0.848349803976844,-1.16036559559405,1.4112676394595
"56","Q35_4","~","Q11",-0.35463949840969,0.313858199660913,-1.12993542559295,0.258503435261933,-0.96979026599766,0.26051126917828
"57","Q35_4","~","Q64",-0.0311322009010938,0.0174054546751361,-1.7886462308604,0.0736718074544229,-0.0652462651989048,0.00298186339671726
"58","Q35_4","~","Q66",-0.0373596991858815,0.261769168690153,-0.142720013104763,0.886511310350287,-0.550417842081572,0.475698443709808
"59","Q35_4","~","Q67",0.105430611799384,0.204382301205522,0.515850008427908,0.605959171987637,-0.295151337640856,0.506012561239624
"60","Q35_4","~","Q69",-0.0286396224284765,0.106975421082659,-0.267721520874846,0.788913683065277,-0.238307594981495,0.181028350124542
"61","Q35_4","~","Q70",0.277117788572737,0.340462354990585,0.813945461254888,0.415676195491434,-0.3901761653005,0.944411742445975
"62","Q35_4","~","Q5",0.013712504809219,0.0732421556093529,0.187221480513989,0.851486983593977,-0.129839482335191,0.157264491953629
"63","Q35_4","~","Q7_4",-0.00323702808633827,0.0151816132639334,-0.213220296819733,0.83115513768621,-0.0329924433108633,0.0265183871381867
"64","Q35_4","~","RECODED_Q6_activetransport",-1.77806804219984,0.373020714589615,-4.76667373326979,1.87292234099523e-06,-2.50917520828288,-1.0469608761168
"65","Q35_4","~","RECODED_Q6_other",-1.40386108581525,0.65079117181236,-2.15716061713883,0.0309931518651954,-2.67938834402409,-0.128333827606406
"66","Q35_4","~","RECODED_Q6_publictransit",-1.48586247373781,0.283543209489692,-5.2403387702777,1.60282075167828e-07,-2.0415969523985,-0.930127995077114
"67","Q35_4","~","Q13",-0.0478523885331997,0.112208886851453,-0.426458098604513,0.669774074220343,-0.267777765507378,0.172072988440979
"68","Q35_4","~","Q17",-0.263664236787544,0.176627657324471,-1.4927686908239,0.135497745535391,-0.60984808381719,0.0825196102421024
"69","Q35_4","~","Q23",-0.532077159505246,0.338305761786275,-1.57277001933353,0.115772080060422,-1.19514426836873,0.13098994935824
"70","Q35_4","~","Q30",1.39329773401555,0.145998342379428,9.54324351433101,0,1.10714624114933,1.67944922688178
"71","Q35_4","~1","",7.94902327404132,0.840319966674374,9.45951969402815,0,6.30202640386965,9.59602014421299
"72","Q8_8","~~","Q8_8",0.715203259382239,0.033820781806081,21.1468576771234,0,0.648915745113333,0.781490773651145
"73","Q8_9","~~","Q8_9",1.06164190801278,0.0532135597685088,19.9505898991002,0,0.957345247377332,1.16593856864823
"74","Q8_10","~~","Q8_10",0.467366844066975,0.0297351399046653,15.7176608405211,0,0.409087040778571,0.525646647355378
"75","Q8_11","~~","Q8_11",0.5151206144872,0.0367240973367433,14.0267740215308,0,0.44314270634244,0.58709852263196
"76","Q8_12","~~","Q8_12",1.15426789262457,0.0558257380476971,20.6762674886334,0,1.04485145664071,1.26368432860842
"77","Q8_15","~~","Q8_15",0.927738501106761,0.0450391775760752,20.5984778372058,0,0.83946333516435,1.01601366704917
"78","Q8_1","~~","Q8_1",0.59345225732492,0.056610463972295,10.4830841452802,0,0.48249778679112,0.70440672785872
"79","Q8_2","~~","Q8_2",1.13731723237406,0.0678938740002175,16.7513969282474,0,1.00424768456273,1.27038678018539
"80","Q8_3","~~","Q8_3",0.903072947853163,0.0442009563419562,20.4310725964079,0,0.816440665340701,0.989705230365624
"81","Q8_13","~~","Q8_13",1.08813952911177,0.0537139970418805,20.2580256364715,0,0.98286202944399,1.19341702877954
"82","Q34_1","~~","Q34_1",0.446911231480194,0.0235864498916191,18.9477956001761,0,0.400682639169462,0.493139823790926
"83","Q34_2","~~","Q34_2",0.250378523350131,0.0193149789334301,12.9629198257514,0,0.212521860278458,0.288235186421804
"84","Q34_3","~~","Q34_3",0.369280725779793,0.0220261924523183,16.7655270687025,0,0.326110181856701,0.412451269702885
"85","Q34_4","~~","Q34_4",0.408495241612365,0.0226314044327817,18.0499289306438,0,0.364138504004553,0.452851979220177
"86","Q21_1","~~","Q21_1",0.61481843805234,0.0331134917148036,18.5670071687874,0,0.549917186888959,0.67971968921572
"87","Q21_2","~~","Q21_2",0.771076035977439,0.0384282040303468,20.0653674933265,0,0.695758140087403,0.846393931867476
"88","Q21_3","~~","Q21_3",0.449592060068445,0.0250548663123811,17.9443008979966,0,0.400485424458712,0.498698695678177
"89","Q21_4","~~","Q21_4",0.711639166289172,0.0344412854256312,20.6623869433041,0,0.644135487273671,0.779142845304674
"90","Q21_8","~~","Q21_8",0.451291385524658,0.0211599669947049,21.3276034711014,0,0.409818612300981,0.492764158748336
"91","Q21_9","~~","Q21_9",0.629474666108902,0.0332173984638005,18.9501494764826,0,0.564369761459737,0.694579570758067
"92","Q21_10","~~","Q21_10",0.538372717703316,0.0297365492361029,18.1047475760799,0,0.480090152176052,0.59665528323058
"93","Q15_1","~~","Q15_1",0.922100169136411,0.0484665434654497,19.0254988947943,0,0.827107489488984,1.01709284878384
"94","Q15_2","~~","Q15_2",0.508376027642583,0.0299542219191425,16.9717654164037,0,0.449666831496144,0.567085223789023
"95","Q15_4","~~","Q15_4",0.375149882817607,0.0214172267126556,17.516267995423,0,0.333172889812073,0.417126875823142
"96","Q15_6","~~","Q15_6",0.866245028344829,0.0486320446189212,17.8122272080619,0,0.770927972397199,0.96156208429246
"97","Q15_8","~~","Q15_8",0.457387429619005,0.0235762191637214,19.4003723176625,0,0.411178889166488,0.503595970071522
"98","Q28_1","~~","Q28_1",0.556644996018604,0.032895794609272,16.921463750315,0,0.492170423341605,0.621119568695604
