"","lhs","op","rhs","est","se","z","pvalue","ci.lower","ci.upper"
"1","comf_saf","=~","Q8_8",1,0,NA,NA,1,1
"2","comf_saf","=~","Q8_9",1.69774946528823,0.127932394575323,13.2706768361836,0,1.44700657946463,1.94849235111183
"3","comf_saf","=~","Q8_10",1.83373149096906,0.12294854247905,14.9146256962056,0,1.59275677575843,2.07470620617969
"4","comf_saf","=~","Q8_11",2.21038464081484,0.146341494811771,15.1042918049861,0,1.92356058154002,2.49720870008967
"5","comf_saf","=~","Q8_12",1.53794299848118,0.120391426967267,12.7745225488467,0,1.30198013757796,1.77390585938441
"6","comf_saf","=~","Q8_15",1.40511580108786,0.109036844219513,12.8866147140051,0,1.19140751342971,1.61882408874601
"7","ex_env","=~","Q8_1",1,0,NA,NA,1,1
"8","ex_env","=~","Q8_2",0.997106394276593,0.0526054042746115,18.9544478942027,0,0.894001696506185,1.100211092047
"9","ex_env","=~","Q8_3",0.556413763970961,0.0360696707275959,15.4260838190925,0,0.485718508410655,0.627109019531268
"10","ex_env","=~","Q8_13",0.556087172401061,0.0402475138491919,13.8166837952955,0,0.477203494789368,0.634970850012754
"11","MAX_attitude","=~","Q34_1",1,0,NA,NA,1,1
"12","MAX_attitude","=~","Q34_2",1.22844661580066,0.0426190018072854,28.8239180578524,0,1.14491490720133,1.31197832439998
"13","MAX_attitude","=~","Q34_3",1.1407118428486,0.0417666034661731,27.311577868008,0,1.05885080429833,1.22257288139886
"14","MAX_attitude","=~","Q34_4",1.01126915687623,0.0403592659522706,25.0566786341498,0,0.932166449167306,1.09037186458515
"15","bike_attitude","=~","Q21_1",1,0,NA,NA,1,1
"16","bike_attitude","=~","Q21_2",0.800389768631565,0.0475588492388806,16.8294603725867,0,0.707176136977189,0.893603400285941
"17","bike_attitude","=~","Q21_3",0.932316955592338,0.0441047270070739,21.1387082260549,0,0.845873279110502,1.01876063207417
"18","bike_attitude","=~","Q21_4",0.519472595565816,0.0368681612138733,14.0900055349205,0,0.447212327410408,0.591732863721225
"19","bike_attitude","=~","Q21_8",0.435834715736462,0.0324982542585349,13.4110193202763,0,0.372139307829309,0.499530123643616
"20","bike_attitude","=~","Q21_9",0.883963754615588,0.046929951596561,18.8358121954757,0,0.79198273969012,0.975944769541055
"21","bike_attitude","=~","Q21_10",0.935591052341568,0.0470459196364794,19.8867629662852,0,0.843382744234503,1.02779936044863
"22","car_attitude","=~","Q15_1",1,0,NA,NA,1,1
"23","car_attitude","=~","Q15_2",0.920466046675072,0.0570532958247189,16.1334421328254,0,0.808643641659313,1.03228845169083
"24","car_attitude","=~","Q15_4",0.73440559124198,0.0460508994640377,15.947692657241,0,0.644147486836791,0.824663695647168
"25","car_attitude","=~","Q15_6",1.06357704309747,0.0693083940709264,15.3455733227502,0,0.927735086892143,1.19941899930279
"26","car_attitude","=~","Q15_8",0.659988106195403,0.0445226279257374,14.8236556767549,0,0.57272535896388,0.747250853426925
"27","escooter_attitude","=~","Q28_1",1,0,NA,NA,1,1
"28","escooter_attitude","=~","Q28_2",0.72229181355397,0.0358102784427936,20.1699580389418,0,0.652104957529743,0.792478669578196
"29","escooter_attitude","=~","Q28_3_r",0.425219282211929,0.0312006194921629,13.6285525458473,0,0.364067191711952,0.486371372711907
"30","escooter_attitude","=~","Q28_4",0.416829226866416,0.0301363279564707,13.8314537679736,0,0.357763109445445,0.475895344287386
"31","escooter_attitude","=~","Q28_8",0.869347302114063,0.0419911192906938,20.7031228697619,0,0.787046220633778,0.951648383594348
"32","escooter_attitude","=~","Q28_9",0.550406974828194,0.0346663966513233,15.8772479402524,0,0.482462085917821,0.618351863738568
"33","escooter_attitude","=~","Q28_10",0.962821547630168,0.0400942960632668,24.0139282183901,0,0.884238171360679,1.04140492389966
"34","escooter_attitude","=~","Q28_11",0.695250256608851,0.0354759711512324,19.597779399612,0,0.625718630835854,0.764781882381849
"35","Q35_2","~","comf_saf",-0.787971639616559,0.201708681509902,-3.90648351730899,9.36490282514857e-05,-1.18331339074503,-0.392629888488091
"36","Q35_2","~","ex_env",0.198994949581017,0.0942845584598997,2.11057836862705,0.0348085685767185,0.0142006107013521,0.383789288460681
"37","Q35_2","~","car_attitude",-0.257307737900675,0.11970884502938,-2.14944633237022,0.0315990360124139,-0.491932762789147,-0.022682713012204
"38","Q35_2","~","MAX_attitude",-0.257225188135954,0.100942436667962,-2.54823636744639,0.0108269085435624,-0.455068728516874,-0.0593816477550334
"39","Q35_2","~","bike_attitude",1.61105130798,0.126349754972461,12.7507275999953,0,1.36341033877852,1.85869227718149
"40","Q35_2","~","escooter_attitude",-0.0350090370015988,0.0916458938656526,-0.382003333972823,0.702458891687206,-0.214631688309258,0.144613614306061
"41","Q35_2","~","RECODED_Q63_am_ind_ala",0.204698959193828,0.902247350696455,0.226876763933768,0.820519570644572,-1.5636733533179,1.97307127170556
"42","Q35_2","~","RECODED_Q63_asian",0.0681591775511755,0.188184766118968,0.362192854165923,0.717207919126257,-0.300676186481094,0.436994541583445
"43","Q35_2","~","RECODED_Q63_black",-0.0327647432780499,0.440617139405538,-0.074361027631051,0.940723118358005,-0.896358467483969,0.830828980927869
"44","Q35_2","~","RECODED_Q63_hisp_lat",-0.210735428255155,0.197072295340122,-1.06933056161675,0.284920744153866,-0.596990029472434,0.175519172962125
"45","Q35_2","~","RECODED_Q63_more_than_one_race",0.294409330726517,0.18455479261394,1.59524077677233,0.110658403446617,-0.067311415971063,0.656130077424097
