"","E_car_car_walk_time","E_car_car_drive_time","E_car_car_parking_cost","E_car_bike_ride_time","E_car_em_walk_time","E_car_em_scoot_time","E_car_em_scoot_cost","E_car_em_ride_time","E_car_em_ticket_cost","E_bike_bike_ride_time","E_bike_car_walk_time","E_bike_car_drive_time","E_bike_car_parking_cost","E_bike_em_walk_time","E_bike_em_scoot_time","E_bike_em_scoot_cost","E_bike_em_ride_time","E_bike_em_ticket_cost","E_em_em_walk_time","E_em_em_scoot_time","E_em_em_scoot_cost","E_em_em_ride_time","E_em_em_ticket_cost","E_em_bike_ride_time","E_em_car_walk_time","E_em_car_drive_time","E_em_car_parking_cost"
"1",-0.0476467456678017,-0.907047464129836,-1.06826999578134,0.723992006685733,0.0433847152060882,0.161745642080746,0.0901086993757135,0.362307124086093,0.134746566034496,-1.45097484541849,0.0273533825651063,0.52072425814843,0.613280035559243,0.058719743790801,0.218917252703948,0.121959075115046,0.490370431126671,0.182374916987482,-0.102104458996889,-0.380662894784694,-0.21206777449076,-0.852677555212764,-0.317121483021978,0.726982838732759,0.0202933631026953,0.386323205981406,0.454989960222101
